Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
680133,501,5,137125,1,2,5,125
680134,253,5,29495,1,2,2,122
680138,129,18,198484,2,5,5,255
680150,20,7,45593,4,3,3,433
680161,17,12,222354,5,5,5,555
680164,46,16,83631,4,5,4,454
680166,33,12,60755,4,5,3,453
680187,43,9,54541,4,4,3,443
680207,106,10,45440,2,4,3,243
680209,32,1,999,4,1,1,411
680215,45,8,55092,4,3,3,433
680216,57,5,37195,3,2,2,322
680232,57,7,43893,3,3,3,333
680240,110,13,139887,2,5,5,255
680266,47,8,94592,4,3,4,434
680269,33,9,160641,4,4,5,445
680272,685,2,23598,1,1,2,112
680281,5,30,257120,5,5,5,555
680301,48,20,124630,3,5,4,354
680308,701,1,2199,1,1,1,111
680316,27,10,110290,4,4,4,444
680317,12,45,197687,5,5,5,555
680321,27,10,74551,4,4,3,443
680356,3,23,212188,5,5,5,555
680367,58,10,86940,3,4,4,344
680389,161,5,83466,2,2,4,224
680401,37,16,79785,4,5,4,454
680425,56,4,12226,3,2,1,321
680440,99,8,16692,2,3,2,232
680454,81,5,3495,3,2,1,321
680460,43,4,8996,4,2,1,421
680465,36,6,106194,4,3,4,434
680482,107,13,144567,2,5,5,255
680485,182,3,99997,2,1,4,214
680499,2,14,203286,5,5,5,555
680503,703,1,6999,1,1,1,111
680527,11,9,47171,5,4,3,543
680531,66,3,2497,3,1,1,311
680536,279,7,48443,1,3,3,133
680549,261,8,39192,1,3,2,132
680555,170,5,15645,2,2,2,222
680561,5,13,172143,5,5,5,555
680567,35,5,78195,4,2,4,424
680580,12,11,86689,5,4,4,544
680638,110,8,25042,2,3,2,232
680641,29,9,73391,4,4,3,443
680653,137,7,35343,2,3,2,232
680662,40,6,49494,4,3,3,433
680663,12,17,261933,5,5,5,555
680670,9,17,189754,5,5,5,555
680674,64,10,67590,3,4,3,343
680687,394,1,2499,1,1,1,111
680693,104,8,70292,2,3,3,233
680712,430,4,87796,1,2,4,124
680729,7,14,102986,5,5,4,554
680755,603,1,349,1,1,1,111
680788,56,6,22024,3,3,2,332
680806,92,5,49495,3,2,3,323
680821,121,3,52497,2,1,3,213
680828,0,14,47586,5,5,3,553
680840,12,9,100891,5,4,4,544
680843,20,21,178779,4,5,5,455
680851,94,7,150993,2,3,5,235
680863,46,9,91991,4,4,4,444
680868,57,6,65974,3,3,3,333
680938,26,4,27696,4,2,2,422
680942,301,2,1798,1,1,1,111
680943,69,2,20998,3,1,2,312
680952,58,8,53872,3,3,3,333
680955,35,9,101041,4,4,4,444
680973,26,48,215328,4,5,5,455
680983,29,26,246230,4,5,5,455
680988,363,3,30997,1,1,2,112
680998,180,2,21598,2,1,2,212
681005,47,29,174751,4,5,5,455
681014,12,9,95291,5,4,4,544
681027,105,19,189031,2,5,5,255
681029,126,6,78655,2,3,4,234
681041,143,1,299,2,1,1,211
681049,134,10,53990,2,4,3,243
681094,18,6,12894,5,3,1,531
681125,28,7,26793,4,3,2,432
681138,421,1,29999,1,1,2,112
681143,90,4,3796,3,2,1,321
681199,114,9,65552,2,4,3,243
681216,165,5,111295,2,2,4,224
681241,126,7,31343,2,3,2,232
681247,54,10,119340,3,4,4,344
681297,670,1,999,1,1,1,111
681303,47,5,41295,4,2,2,422
681341,92,2,15998,3,1,2,312
681348,375,3,4197,1,1,1,111
681361,323,2,5298,1,1,1,111
681381,83,9,103091,3,4,4,344
681390,241,2,769,1,1,1,111
681391,68,14,80586,3,5,4,354
681399,34,19,184981,4,5,5,455
681409,581,1,899,1,1,1,111
681411,102,8,114492,2,3,4,234
681459,323,1,149,1,1,1,111
681460,295,8,42572,1,3,2,132
681487,96,9,40001,2,4,2,242
681500,97,6,7094,2,3,1,231
681501,328,5,9045,1,2,1,121
681503,81,8,112472,3,3,4,334
681506,11,5,51995,5,2,3,523
681524,87,8,11744,3,3,1,331
681539,161,7,5610,2,3,1,231
681558,67,3,42497,3,1,2,312
681570,152,7,123359,2,3,4,234
681594,528,3,31497,1,1,2,112
681597,160,3,46297,2,1,3,213
681605,26,2,2798,4,1,1,411
681613,145,2,30398,2,1,2,212
681626,7,10,46340,5,4,3,543
681664,3,7,56193,5,3,3,533
681673,85,7,74043,3,3,3,333
681678,329,5,6045,1,2,1,121
681696,70,6,64694,3,3,3,333
681702,11,8,41142,5,3,2,532
681704,72,6,42860,3,3,2,332
681730,378,4,75496,1,2,4,124
681741,49,10,106790,3,4,4,344
681747,40,7,68293,4,3,3,433
681761,32,8,52692,4,3,3,433
681764,6,22,162238,5,5,5,555
681769,20,12,86538,4,5,4,454
681782,214,3,5997,1,1,1,111
681792,35,24,237626,4,5,5,455
681813,20,27,266373,4,5,5,455
681821,21,30,333780,4,5,5,455
681826,6,5,32395,5,2,2,522
681843,130,5,44595,2,2,3,223
681852,62,7,97044,3,3,4,334
681867,246,6,61944,1,3,3,133
681878,11,5,105495,5,2,4,524
681930,34,29,277971,4,5,5,455
681933,431,2,39998,1,1,2,112
681947,346,1,199,1,1,1,111
681952,0,49,356783,5,5,5,555
681971,1,21,128879,5,5,5,555
681972,98,2,3998,2,1,1,211
681989,79,20,197730,3,5,5,355
681994,86,9,43391,3,4,3,343
682016,91,16,73184,3,5,3,353
682055,105,3,6697,2,1,1,211
682064,64,18,182092,3,5,5,355
682082,9,53,659313,5,5,5,555
682093,453,5,92045,1,2,4,124
682099,13,4,47826,5,2,3,523
682115,1,26,254984,5,5,5,555
682141,81,7,39593,3,3,2,332
682143,36,10,73541,4,4,3,443
682144,39,6,74994,4,3,4,434
682150,79,7,132244,3,3,5,335
682152,56,6,69694,3,3,3,333
682170,10,5,14095,5,2,1,521
682171,9,5,82566,5,2,4,524
682200,61,4,28146,3,2,2,322
682209,74,10,88840,3,4,4,344
682216,182,5,92495,2,2,4,224
682246,166,4,6696,2,2,1,221
682253,34,6,25294,4,3,2,432
682266,99,6,18594,2,3,2,232
682274,0,7,72443,5,3,3,533
682289,198,3,5997,1,1,1,111
682291,76,5,77245,3,2,4,324
682340,22,8,61392,4,3,3,433
682355,117,6,13365,2,3,1,231
682372,49,13,72837,3,5,3,353
682387,34,19,196591,4,5,5,455
682391,197,5,8145,1,2,1,121
682393,153,3,2297,2,1,1,211
682440,9,29,191022,5,5,5,555
682455,277,6,51994,1,3,3,133
682468,4,16,101134,5,5,4,554
682469,186,10,69440,1,4,3,143
682477,65,9,38791,3,4,2,342
682493,137,9,30452,2,4,2,242
682503,67,6,4794,3,3,1,331
682504,71,1,3999,3,1,1,311
682511,0,30,218446,5,5,5,555
682535,25,19,269011,4,5,5,455
682540,17,14,135296,5,5,5,555
682578,111,10,109590,2,4,4,244
682603,224,7,55593,1,3,3,133
682615,120,2,4298,2,1,1,211
682629,40,8,20192,4,3,2,432
682631,64,1,499,3,1,1,311
682645,207,5,4946,1,2,1,121
682647,16,18,104444,5,5,4,554
682648,560,1,149,1,1,1,111
682711,9,8,88742,5,3,4,534
682718,46,10,62690,4,4,3,443
682726,6,6,58544,5,3,3,533
682738,9,4,23396,5,2,2,522
682754,0,10,44990,5,4,3,543
682760,68,28,232322,3,5,5,355
682777,48,6,34794,3,3,2,332
682809,97,18,73198,2,5,3,253
682824,53,6,48594,3,3,3,333
682848,17,10,74890,5,4,4,544
682853,81,9,112541,3,4,4,344
682876,498,1,129,1,1,1,111
682904,25,16,155994,4,5,5,455
682911,8,9,136391,5,4,5,545
682922,44,6,61094,4,3,3,433
682932,28,23,123748,4,5,4,454
682934,141,5,55895,2,2,3,223
682949,295,2,1748,1,1,1,111
682963,95,5,65495,2,2,3,223
682966,24,19,188561,4,5,5,455
682976,164,10,169390,2,4,5,245
682982,39,4,15496,4,2,2,422
683007,33,8,88548,4,3,4,434
683029,161,4,59496,2,2,3,223
683096,2,25,100685,5,5,4,554
683101,11,7,42643,5,3,2,532
683105,220,3,2348,1,1,1,111
683121,5,28,206322,5,5,5,555
683130,467,1,1999,1,1,1,111
683132,17,5,50795,5,2,3,523
683143,117,6,54494,2,3,3,233
683162,48,30,187970,3,5,5,355
683164,406,2,40798,1,1,2,112
683165,23,17,218043,4,5,5,455
683179,99,8,114042,2,3,4,234
683182,17,10,222690,5,4,5,545
683186,190,5,17995,1,2,2,122
683209,46,20,304781,4,5,5,455
683232,93,10,148361,3,4,5,345
683239,109,17,129383,2,5,5,255
683254,144,2,1398,2,1,1,211
683256,94,5,140995,2,2,5,225
683262,24,4,8396,4,2,1,421
683263,25,30,270406,4,5,5,455
683273,136,5,8995,2,2,1,221
683276,152,12,151838,2,5,5,255
683283,209,1,65,1,1,1,111
683306,65,4,30996,3,2,2,322
683312,43,8,69992,4,3,3,433
683324,297,2,4049,1,1,1,111
683344,18,2,20298,5,1,2,512
683366,46,5,78995,4,2,4,424
683390,10,28,265468,5,5,5,555
683400,71,10,162790,3,4,5,345
683410,54,9,35591,3,4,2,342
683435,177,4,41796,2,2,2,222
683439,58,5,39346,3,2,2,322
683441,170,7,162043,2,3,5,235
683445,151,4,5696,2,2,1,221
683458,45,8,13192,4,3,1,431
683488,50,9,117391,3,4,4,344
683496,71,5,46795,3,2,3,323
683504,159,2,1898,2,1,1,211
683511,49,10,41062,3,4,2,342
683559,57,6,23094,3,3,2,332
683578,508,3,56497,1,1,3,113
683590,7,31,156625,5,5,5,555
683599,18,9,46841,5,4,3,543
683613,104,8,35592,2,3,2,232
683619,22,23,200768,4,5,5,455
683631,46,9,68191,4,4,3,443
683637,39,21,91137,4,5,4,454
683653,16,14,97486,5,5,4,554
683677,17,21,137129,5,5,5,555
683718,270,1,2999,1,1,1,111
683729,160,4,5546,2,2,1,221
683745,128,23,184538,2,5,5,255
683767,23,7,24593,4,3,2,432
683774,226,4,40176,1,2,2,122
683778,81,4,7096,3,2,1,321
683785,12,20,226080,5,5,5,555
683787,19,28,224023,4,5,5,455
683808,20,32,318968,4,5,5,455
683810,10,12,85888,5,5,4,554
683835,242,4,19196,1,2,2,122
683852,172,9,56862,2,4,3,243
683859,454,1,149,1,1,1,111
683874,9,9,121591,5,4,4,544
683884,23,20,210336,4,5,5,455
683902,146,6,34294,2,3,2,232
683905,36,26,122924,4,5,4,454
683906,643,1,34999,1,1,2,112
683909,62,30,328070,3,5,5,355
683910,330,7,57193,1,3,3,133
683926,73,5,33795,3,2,2,322
683932,11,10,144622,5,4,5,545
683956,63,6,13594,3,3,1,331
683975,280,1,199,1,1,1,111
684087,105,8,126992,2,3,4,234
684092,633,1,1499,1,1,1,111
684097,40,10,117490,4,4,4,444
684121,45,23,242027,4,5,5,455
684130,152,6,7444,2,3,1,231
684150,107,6,63444,2,3,3,233
684161,15,6,45394,5,3,3,533
684177,60,44,315839,3,5,5,355
684201,141,17,113783,2,5,4,254
684206,134,6,48794,2,3,3,233
684218,150,5,15801,2,2,2,222
684245,76,6,11894,3,3,1,331
684259,12,24,123756,5,5,4,554
684260,301,1,2999,1,1,1,111
684271,15,25,169041,5,5,5,555
684294,79,3,16997,3,1,2,312
684298,538,3,33497,1,1,2,112
684302,2,28,133783,5,5,5,555
684312,4,15,201995,5,5,5,555
684313,20,4,38562,4,2,2,422
684323,7,10,91006,5,4,4,544
684331,147,9,41547,2,4,2,242
684368,467,2,39498,1,1,2,112
684390,77,7,36793,3,3,2,332
684402,238,5,10395,1,2,1,121
684410,370,2,3298,1,1,1,111
684419,443,1,60,1,1,1,111
684444,118,8,87092,2,3,4,234
684446,105,28,267928,2,5,5,255
684448,251,1,399,1,1,1,111
684458,234,6,38744,1,3,2,132
684463,44,12,254088,4,5,5,455
684464,113,5,76546,2,2,4,224
684485,616,1,29999,1,1,2,112
684489,54,4,21357,3,2,2,322
684509,0,2,30798,5,1,2,512
684544,80,5,108295,3,2,4,324
684557,543,2,5498,1,1,1,111
684568,479,7,20093,1,3,2,132
684590,4,10,70590,5,4,3,543
684595,77,1,299,3,1,1,311
684604,83,6,94294,3,3,4,334
684610,34,7,64193,4,3,3,433
684619,11,6,26604,5,3,2,532
684628,31,20,266280,4,5,5,455
684631,6,4,27396,5,2,2,522
684635,107,8,80342,2,3,4,234
684638,378,2,5298,1,1,1,111
684646,50,24,257386,3,5,5,355
684669,1,10,207440,5,4,5,545
684674,544,1,19999,1,1,2,112
684680,325,5,19095,1,2,2,122
684693,1,10,64190,5,4,3,543
684702,9,25,261775,5,5,5,555
684706,38,9,141491,4,4,5,445
684721,127,5,26545,2,2,2,222
684735,11,10,15040,5,4,1,541
684747,6,22,165344,5,5,5,555
684769,32,27,281023,4,5,5,455
684783,402,1,34999,1,1,2,112
684790,4,9,59847,5,4,3,543
684821,137,10,124790,2,4,4,244
684830,209,5,51495,1,2,3,123
684859,44,17,178783,4,5,5,455
684860,25,29,305151,4,5,5,455
684869,22,8,63042,4,3,3,433
684874,177,5,6925,2,2,1,221
684885,91,6,65294,3,3,3,333
684897,33,10,119090,4,4,4,444
684902,33,6,103244,4,3,4,434
684904,273,7,119493,1,3,4,134
684912,165,8,23392,2,3,2,232
684939,85,9,167891,3,4,5,345
684941,267,5,149175,1,2,5,125
684945,23,8,36653,4,3,2,432
684951,13,26,306880,5,5,5,555
684973,0,13,123287,5,5,4,554
684974,40,22,209478,4,5,5,455
684975,359,2,1698,1,1,1,111
684976,38,5,31895,4,2,2,422
684990,66,3,18497,3,1,2,312
684995,290,8,90942,1,3,4,134
685012,67,8,41542,3,3,2,332
685021,383,1,22999,1,1,2,112
685029,125,8,10842,2,3,1,231
685034,105,8,12852,2,3,1,231
685035,573,1,24999,1,1,2,112
685037,62,10,78990,3,4,4,344
685051,10,22,243228,5,5,5,555
685056,253,4,110596,1,2,4,124
685077,208,1,129,1,1,1,111
685101,196,4,51146,1,2,3,123
685127,248,2,40298,1,1,2,112
685137,189,9,110991,1,4,4,144
685143,122,2,41998,2,1,2,212
685145,95,7,44303,2,3,3,233
685152,8,12,94638,5,5,4,554
685208,167,5,9295,2,2,1,221
685214,118,6,82394,2,3,4,234
685254,165,4,12296,2,2,1,221
685261,225,1,4499,1,1,1,111
685273,210,2,17498,1,1,2,112
685306,52,10,44746,3,4,3,343
685319,1,29,318421,5,5,5,555
685335,235,4,52296,1,2,3,123
685345,119,10,68690,2,4,3,243
685361,78,3,4997,3,1,1,311
685396,65,9,78491,3,4,4,344
685397,108,4,45646,2,2,3,223
685400,158,6,54494,2,3,3,233
685403,13,8,15892,5,3,2,532
685415,5,10,99561,5,4,4,544
685420,32,2,748,4,1,1,411
685438,12,11,64289,5,4,3,543
685449,13,20,137980,5,5,5,555
685481,12,49,365881,5,5,5,555
685482,36,9,74041,4,4,3,443
685489,514,2,43998,1,1,3,113
685490,162,3,53497,2,1,3,213
685498,105,4,30996,2,2,2,222
685501,259,2,22998,1,1,2,112
685510,118,9,36891,2,4,2,242
685521,626,3,6997,1,1,1,111
685529,18,22,125534,5,5,4,554
685555,41,2,20498,4,1,2,412
685568,2,29,305922,5,5,5,555
685581,518,1,25999,1,1,2,112
685585,34,7,116493,4,3,4,434
685590,41,4,5527,4,2,1,421
685592,70,9,40941,3,4,2,342
685599,1,5,32195,5,2,2,522
685600,15,54,490374,5,5,5,555
685606,238,3,70997,1,1,3,113
685607,232,6,75194,1,3,4,134
685661,13,7,39693,5,3,2,532
685684,0,4,101696,5,2,4,524
685693,162,4,10796,2,2,1,221
685712,102,10,187590,2,4,5,245
685724,41,8,143792,4,3,5,435
685729,171,10,84441,2,4,4,244
685744,19,15,96246,4,5,4,454
685745,453,2,10448,1,1,1,111
685758,261,4,7796,1,2,1,121
685773,131,11,189739,2,4,5,245
685778,7,7,72643,5,3,3,533
685791,86,2,2998,3,1,1,311
685819,21,11,21889,4,4,2,442
685831,51,5,5695,3,2,1,321
685834,7,10,18290,5,4,2,542
685838,175,6,120894,2,3,4,234
685860,33,10,63390,4,4,3,443
685872,1,28,287123,5,5,5,555
685884,68,9,92691,3,4,4,344
685928,88,4,60496,3,2,3,323
685938,99,3,3697,2,1,1,211
685959,126,4,32496,2,2,2,222
685965,119,7,38123,2,3,2,232
685966,57,24,231897,3,5,5,355
685975,22,25,201225,4,5,5,455
685983,80,12,48504,3,5,3,353
685989,88,27,327729,3,5,5,355
686010,134,8,29792,2,3,2,232
686047,57,8,8942,3,3,1,331
686065,324,1,29999,1,1,2,112
686090,57,6,6894,3,3,1,331
686123,108,8,32692,2,3,2,232
686147,28,3,7497,4,1,1,411
686152,36,26,235104,4,5,5,455
686153,243,10,37096,1,4,2,142
686163,40,25,229325,4,5,5,455
686164,73,3,89997,3,1,4,314
686169,56,6,77560,3,3,4,334
686175,67,30,357150,3,5,5,355
686200,620,1,19999,1,1,2,112
686203,3,9,46762,5,4,3,543
686213,82,6,22954,3,3,2,332
686218,13,29,307142,5,5,5,555
686240,4,7,39093,5,3,2,532
686254,91,10,71240,3,4,3,343
686264,34,12,165238,4,5,5,455
686280,43,11,198889,4,4,5,445
686298,40,2,1398,4,1,1,411
686309,3,8,73398,5,3,3,533
686400,30,5,27195,4,2,2,422
686423,32,13,217587,4,5,5,455
686430,55,8,101992,3,3,4,334
686432,45,10,64190,4,4,3,443
686441,201,3,70114,1,1,3,113
686445,521,2,5998,1,1,1,111
686449,20,22,130434,4,5,5,455
686496,110,7,102593,2,3,4,234
686500,136,7,67544,2,3,3,233
686529,265,2,6398,1,1,1,111
686546,29,20,204330,4,5,5,455
686579,165,10,48790,2,4,3,243
686586,227,3,33797,1,1,2,112
686602,27,5,100995,4,2,4,424
686612,105,2,3598,2,1,1,211
686617,297,6,23474,1,3,2,132
686678,102,3,21297,2,1,2,212
686685,593,1,399,1,1,1,111
686753,48,10,137590,3,4,5,345
686773,458,2,27298,1,1,2,112
686777,76,5,11251,3,2,1,321
686788,131,5,53205,2,2,3,223
686798,6,5,6045,5,2,1,521
686828,25,5,15375,4,2,2,422
686830,400,3,24597,1,1,2,112
686837,107,3,19297,2,1,2,212
686839,17,6,40494,5,3,2,532
686842,69,9,198157,3,4,5,345
686888,56,5,69795,3,2,3,323
686897,95,12,101138,2,5,4,254
686901,84,5,10995,3,2,1,321
686914,15,5,7095,5,2,1,521
686915,87,5,39495,3,2,2,322
686920,163,4,26696,2,2,2,222
686923,118,3,60947,2,1,3,213
686931,81,5,134495,3,2,5,325
686949,130,5,58945,2,2,3,223
686950,18,4,40796,5,2,2,522
686957,64,9,16941,3,4,2,342
686960,130,5,29045,2,2,2,222
686998,319,2,20998,1,1,2,112
687003,19,10,47940,4,4,3,443
687021,20,6,38894,4,3,2,432
687029,203,3,37197,1,1,2,112
687043,74,8,51402,3,3,3,333
687067,255,10,69490,1,4,3,143
687094,23,13,134837,4,5,5,455
687096,34,30,271270,4,5,5,455
687126,46,10,71320,4,4,3,443
687144,26,22,207318,4,5,5,455
687167,605,2,32998,1,1,2,112
687208,68,8,110953,3,3,4,334
687223,36,1,499,4,1,1,411
687233,183,8,67492,2,3,3,233
687239,8,35,351765,5,5,5,555
687246,55,9,70497,3,4,3,343
687254,24,10,146646,4,4,5,445
687255,23,9,126491,4,4,4,444
687260,173,9,39441,2,4,2,242
687277,84,6,60994,3,3,3,333
687309,23,29,209512,4,5,5,455
687311,23,16,45455,4,5,3,453
687312,187,8,25192,1,3,2,132
687354,213,3,65297,1,1,3,113
687388,285,1,999,1,1,1,111
687399,15,9,206791,5,4,5,545
687403,27,24,140486,4,5,5,455
687405,6,7,9393,5,3,1,531
687407,132,10,178856,2,4,5,245
687411,12,7,5603,5,3,1,531
687412,209,7,94274,1,3,4,134
687416,79,8,141592,3,3,5,335
687418,38,1,399,4,1,1,411
687435,1,23,182283,5,5,5,555
687456,30,10,118390,4,4,4,444
687472,296,9,71291,1,4,3,143
687485,61,10,57090,3,4,3,343
687502,30,11,83121,4,4,4,444
687504,20,6,118194,4,3,4,434
687526,23,22,232904,4,5,5,455
687566,135,7,45009,2,3,3,233
687576,100,10,85690,2,4,4,244
687588,27,14,88786,4,5,4,454
687600,389,1,19999,1,1,2,112
687604,186,9,130591,1,4,5,145
687623,38,1,19999,4,1,2,412
687626,188,5,35095,1,2,2,122
687651,36,11,139610,4,4,5,445
687665,46,9,70241,4,4,3,443
687679,47,6,52894,4,3,3,433
687682,76,5,18995,3,2,2,322
687692,183,8,48872,2,3,3,233
687716,137,10,42690,2,4,2,242
687720,4,23,136577,5,5,5,555
687735,639,1,1299,1,1,1,111
687769,116,10,96440,2,4,4,244
687777,227,3,7297,1,1,1,111
687807,3,11,39839,5,4,2,542
687815,598,2,2998,1,1,1,111
687816,370,4,15296,1,2,2,122
687824,63,8,65292,3,3,3,333
687843,63,19,116597,3,5,4,354
687865,55,8,46542,3,3,3,333
687887,94,5,34395,2,2,2,222
687891,15,28,242572,5,5,5,555
687897,87,2,10798,3,1,1,311
687900,21,2,748,4,1,1,411
687910,58,9,156991,3,4,5,345
687916,20,23,235227,4,5,5,455
687930,175,6,74794,2,3,4,234
687953,84,10,9640,3,4,1,341
687994,14,10,202790,5,4,5,545
688004,98,6,14444,2,3,1,231
688005,2,7,17993,5,3,2,532
688016,26,5,51351,4,2,3,423
688025,306,1,3499,1,1,1,111
688055,1,17,84033,5,5,4,554
688070,51,6,36894,3,3,2,332
688110,11,8,95692,5,3,4,534
688129,725,1,39999,1,1,2,112
688144,161,9,67691,2,4,3,243
688176,75,8,19892,3,3,2,332
688206,67,22,138508,3,5,5,355
688247,68,5,82095,3,2,4,324
688260,86,7,52814,3,3,3,333
688263,9,10,17290,5,4,2,542
688265,209,19,174081,1,5,5,155
688272,23,15,137635,4,5,5,455
688277,80,16,164405,3,5,5,355
688305,22,10,54990,4,4,3,443
688307,34,7,86393,4,3,4,434
688309,47,7,79493,4,3,4,434
688339,24,6,81094,4,3,4,434
688350,320,3,26247,1,1,2,112
688355,63,6,76894,3,3,4,334
688363,23,16,109834,4,5,4,454
688381,32,14,104536,4,5,4,454
688404,70,2,20998,3,1,2,312
688450,402,3,1597,1,1,1,111
688478,33,9,34291,4,4,2,442
688485,19,5,92895,4,2,4,424
688505,77,6,106594,3,3,4,334
688538,67,5,55095,3,2,3,323
688542,89,7,39993,3,3,2,332
688544,13,1,599,5,1,1,511
688552,6,7,10893,5,3,1,531
688555,123,9,62241,2,4,3,243
688561,110,20,168186,2,5,5,255
688583,40,3,27497,4,1,2,412
688585,23,5,9795,4,2,1,421
688600,29,5,8195,4,2,1,421
688617,21,28,256433,4,5,5,455
688637,108,15,65416,2,5,3,253
688647,111,6,30394,2,3,2,232
688670,350,3,60947,1,1,3,113
688671,6,8,102992,5,3,4,534
688696,210,7,62043,1,3,3,133
688702,81,7,78703,3,3,4,334
688711,0,7,13003,5,3,1,531
688717,108,4,7896,2,2,1,221
688723,49,5,9095,3,2,1,321
688726,69,18,207282,3,5,5,355
688736,78,7,91493,3,3,4,334
688755,395,1,2999,1,1,1,111
688774,45,7,63493,4,3,3,433
688775,25,5,32295,4,2,2,422
688786,206,5,36595,1,2,2,122
688788,61,4,13296,3,2,1,321
688827,285,3,29207,1,1,2,112
688836,154,1,29999,2,1,2,212
688866,14,14,73736,5,5,3,553
688874,86,4,38296,3,2,2,322
688889,49,16,98694,3,5,4,354
688896,60,6,85994,3,3,4,334
688905,168,8,144992,2,3,5,235
688906,508,5,87895,1,2,4,124
688907,185,2,21998,2,1,2,212
688911,66,7,144293,3,3,5,335
688919,23,12,98018,4,5,4,454
688942,81,1,199,3,1,1,311
688946,28,10,111240,4,4,4,444
688956,23,4,5196,4,2,1,421
688959,40,24,343676,4,5,5,455
688967,84,10,23890,3,4,2,342
688968,204,1,34999,1,1,2,112
688980,89,8,100892,3,3,4,334
689028,46,10,66490,4,4,3,443
689049,57,9,91241,3,4,4,344
689074,88,1,29999,3,1,2,312
689083,237,7,75993,1,3,4,134
689089,347,1,2499,1,1,1,111
689098,573,1,1299,1,1,1,111
689120,32,9,94091,4,4,4,444
689138,10,8,112192,5,3,4,534
689152,128,5,31695,2,2,2,222
689163,156,14,160716,2,5,5,255
689205,240,7,57893,1,3,3,133
689210,298,5,57395,1,2,3,123
689245,147,6,22100,2,3,2,232
689247,19,13,100787,4,5,4,454
689262,2,37,367523,5,5,5,555
689285,164,7,6843,2,3,1,231
689304,68,6,134494,3,3,5,335
689328,56,14,32366,3,5,2,352
689377,246,4,153996,1,2,5,125
689383,152,1,1599,2,1,1,211
689402,78,9,67171,3,4,3,343
689431,38,4,35647,4,2,2,422
689433,20,17,92183,4,5,4,454
689445,119,10,148390,2,4,5,245
689456,341,3,90297,1,1,4,114
689458,371,4,6057,1,2,1,121
689459,489,1,699,1,1,1,111
689462,12,10,102390,5,4,4,544
689463,11,10,83041,5,4,4,544
689465,27,6,11494,4,3,1,431
689484,15,4,51296,5,2,3,523
689508,10,4,13696,5,2,1,521
689560,5,9,78091,5,4,4,544
689585,78,5,35495,3,2,2,322
689590,95,12,148388,2,5,5,255
689597,4,28,213022,5,5,5,555
689607,212,5,4495,1,2,1,121
689613,558,2,47998,1,1,3,113
689631,58,4,48196,3,2,3,323
689651,55,5,31455,3,2,2,322
689656,70,8,31452,3,3,2,332
689659,55,6,70494,3,3,3,333
689689,23,9,63991,4,4,3,443
689695,99,5,68695,2,2,3,223
689719,674,1,1999,1,1,1,111
689736,0,17,150954,5,5,5,555
689748,76,10,56190,3,4,3,343
689764,212,3,22197,1,1,2,112
689769,5,10,47240,5,4,3,543
689785,129,5,4005,2,2,1,221
689793,333,4,93696,1,2,4,124
689809,650,4,54696,1,2,3,123
689827,293,6,163774,1,3,5,135
689828,175,6,26094,2,3,2,232
689831,34,10,137040,4,4,5,445
689841,58,8,95092,3,3,4,334
689858,56,8,99042,3,3,4,334
689880,9,9,160241,5,4,5,545
689882,10,16,147284,5,5,5,555
689918,322,5,27195,1,2,2,122
689971,88,16,52714,3,5,3,353
689984,451,1,39999,1,1,2,112
689985,52,6,44404,3,3,3,333
689986,66,4,93096,3,2,4,324
689988,60,4,34996,3,2,2,322
690005,231,4,87296,1,2,4,124
690008,5,29,123851,5,5,4,554
690024,2,53,589963,5,5,5,555
690047,143,10,37070,2,4,2,242
690051,110,6,57094,2,3,3,233
690063,74,9,25691,3,4,2,342
690083,43,4,22296,4,2,2,422
690086,284,3,2897,1,1,1,111
690096,56,10,60990,3,4,3,343
690105,116,6,62294,2,3,3,233
690117,29,7,168893,4,3,5,435
690151,92,5,9295,3,2,1,321
690179,25,5,42896,4,2,2,422
690180,20,20,227558,4,5,5,455
690256,18,9,53091,5,4,3,543
690263,168,16,180921,2,5,5,255
690274,5,6,45601,5,3,3,533
690289,3,19,184082,5,5,5,555
690295,146,5,40295,2,2,2,222
690304,160,5,33451,2,2,2,222
690307,160,7,45643,2,3,3,233
690335,32,5,60625,4,2,3,423
690355,2,9,62641,5,4,3,543
690370,301,1,799,1,1,1,111
690375,108,10,47590,2,4,3,243
690386,15,6,65894,5,3,3,533
690388,59,6,13344,3,3,1,331
690407,56,4,11746,3,2,1,321
690416,154,25,171705,2,5,5,255
690432,95,10,37190,2,4,2,242
690469,487,3,49397,1,1,3,113
690471,61,8,194953,3,3,5,335
690483,85,6,98844,3,3,4,334
690518,13,20,149491,5,5,5,555
690520,249,6,12294,1,3,1,131
690522,81,7,108643,3,3,4,334
690527,10,2,2998,5,1,1,511
690539,44,8,35642,4,3,2,432
690551,147,5,66351,2,2,3,223
690560,41,8,35692,4,3,2,432
690564,9,28,196102,5,5,5,555
690578,36,2,7498,4,1,1,411
690594,263,3,7997,1,1,1,111
690643,26,3,28597,4,1,2,412
690660,76,6,32424,3,3,2,332
690671,377,2,4448,1,1,1,111
690678,101,14,79386,2,5,4,254
690685,55,30,318221,3,5,5,355
690697,74,10,93640,3,4,4,344
690716,14,28,167838,5,5,5,555
690720,42,7,54993,4,3,3,433
690722,155,10,57690,2,4,3,243
690723,6,9,58701,5,4,3,543
